UF,AtividadeEconomica,Idade,Trabalhadores,Populacao
MS,"ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO",27,292.61513234,18717.4970117
MS,"ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO",42,296.61534876,18631.98427458
MS,"ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO",43,98.15786433,20288.85324934
MS,"ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO",45,321.17864641,21603.065806
MS,"ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO",59,898.7256525,19017.20154186
MT,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL",21,501.2621719,22046.44839616
MT,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL",22,212.82910251,29933.8440981
MT,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL",26,672.92812998,26297.492477699998
MT,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL",27,543.97614531,27203.42757284
MT,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL",28,517.13064488,18789.04741034
MT,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL",29,655.8384831000001,23316.30312466
MT,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL",30,155.59371256,26648.06793136
MT,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL",32,167.22858893,22099.95900366
MT,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL",33,526.0344416,23240.85687948
MT,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL",34,1645.14111827,32214.809726479998
MT,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL",35,792.28587725,28740.0791018
MT,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL",38,1091.34193323,28982.89875928
MT,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL",39,2044.1729368699998,29343.52100382
MT,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL",40,1531.60434038,23728.38466762
MT,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL",42,719.71545538,20807.38777854
MT,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL",43,898.92859848,23836.7644463
MT,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL",44,565.51744639,23768.95990226
MT,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL",45,2029.24517875,33075.89698246
MT,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL",46,370.2916729,18925.0228512
MT,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL",48,670.53817297,26179.95098812
MT,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL",50,249.38673687,30260.64090396
MT,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL",51,520.20562291,24023.7695458
MT,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL",52,414.10260727,21811.1072636
MT,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL",53,721.18539914,24079.55820272
MT,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL",54,370.2916729,16919.47933844
MT,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL",55,670.53817297,30124.53125246
MT,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL",56,376.61729474,20616.59112076
MT,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL",57,316.21914551000003,21098.5641807
MT,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL",58,294.37142909,16724.43934896
MT,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL",59,376.61729474,14601.04334362
MT,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL",60,261.23940376,18427.53458614
MT,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL",61,820.35191059,25633.77540564
MT,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL",62,517.88519632,19506.84971274
MT,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL",63,150.66281286,26877.97203626
MT,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",14,852.90095594,31119.49240226
MT,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",15,184.88335266,32123.85609046
MT,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",16,633.2723062,24735.1901023
MT,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",17,219.50184793,31309.16048572
MT,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",18,799.74803527,26167.62941076
MT,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",19,1340.90748644,24567.57763086
MT,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",20,599.85592476,24008.2106036
MT,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",21,475.95978429999997,22046.44839616
MT,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",22,1718.4423109,29933.8440981
MT,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",23,1759.15180311,26732.68743948
MT,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",24,1594.73826979,23079.83391934
MT,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",25,1665.09565888,26747.55324014
MT,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",26,686.07131634,26297.492477699998
MT,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",27,1918.10321662,27203.42757284
MT,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",28,1303.86321364,18789.04741034
MT,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",29,1332.91759239,23316.30312466
MT,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",30,456.99316611,26648.06793136
MT,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",31,1670.56858891,25848.95622202
MT,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",32,1216.2061931,22099.95900366
MT,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",33,1273.2404889099998,23240.85687948
MT,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",34,796.73460183,32214.809726479998
MT,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",35,1236.81011922,28740.0791018
MT,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",36,733.5369177299999,28273.197712139998
MT,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",37,1297.2191019699999,32765.364395
MT,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",38,1267.31825372,28982.89875928
MT,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",39,577.3433909600001,29343.52100382
MT,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",40,1717.57150764,23728.38466762
MT,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",41,2276.5773922,23003.06092774
MT,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",42,1159.12313287,20807.38777854
MT,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",43,1320.84316994,23836.7644463
MT,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",44,2255.91907336,23768.95990226
MT,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",45,1978.05587367,33075.89698246
MT,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",46,1457.15741813,18925.0228512
MT,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",47,894.13491637,19075.92727834
MT,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",48,2950.4684787300002,26179.95098812
MT,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",49,1328.60705201,17044.73700652
MT,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",50,1920.8196608,30260.64090396
MT,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",51,1474.01814448,24023.7695458
MT,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",52,1774.3778573499999,21811.1072636
MT,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",53,533.0602835899999,24079.55820272
MT,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",54,1020.2954763700001,16919.47933844
MT,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",55,639.18352585,30124.53125246
MT,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",56,2584.09554612,20616.59112076
MT,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",57,2137.20215775,21098.5641807
MT,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",58,1026.6813067799999,16724.43934896
MT,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",59,342.75486916,14601.04334362
MT,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",60,1465.45407925,18427.53458614
MT,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",61,1445.60647894,25633.77540564
MT,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",62,1625.29854273,19506.84971274
MT,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",63,1127.7223837000001,26877.97203626
MT,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",64,1454.45106703,15061.09046658
MT,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",65,414.75808536,11138.531814420001
MT,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",66,469.40491997,13589.25599126
MT,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",67,207.37904268,13005.815932040001
MT,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",68,1431.69331286,9509.54995816
MT,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",69,237.6823628,9529.43908118
MT,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",71,167.22858893,7388.7072401
MT,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",72,373.10357691,8587.34867874
MT,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",74,1479.77802408,9117.74990952
MT,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",75,431.98023713,6112.02753652
MT,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",76,293.87863974,5774.08671204
MT,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",77,328.59019413,4994.24794578
MT,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",80,175.52628023,5723.55051256
MT,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",81,184.88335266,4344.950426
MT,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",83,370.2916729,5137.2489717
MT,ALOJAMENTO E ALIMENTAÇÃO,17,420.38651624,31309.16048572
MT,ALOJAMENTO E ALIMENTAÇÃO,18,703.63670876,26167.62941076
MT,ALOJAMENTO E ALIMENTAÇÃO,19,838.23937185,24567.57763086
MT,ALOJAMENTO E ALIMENTAÇÃO,20,338.07755489,24008.2106036
MT,ALOJAMENTO E ALIMENTAÇÃO,21,1291.23826742,22046.44839616
MT,ALOJAMENTO E ALIMENTAÇÃO,22,733.03472542,29933.8440981
MT,ALOJAMENTO E ALIMENTAÇÃO,23,416.33531821,26732.68743948
MT,ALOJAMENTO E ALIMENTAÇÃO,24,730.74166123,23079.83391934
MT,ALOJAMENTO E ALIMENTAÇÃO,25,1333.62092942,26747.55324014
MT,ALOJAMENTO E ALIMENTAÇÃO,26,282.70339007,26297.492477699998
MT,ALOJAMENTO E ALIMENTAÇÃO,27,311.33064884,27203.42757284
MT,ALOJAMENTO E ALIMENTAÇÃO,29,311.33064884,23316.30312466
MT,ALOJAMENTO E ALIMENTAÇÃO,30,1365.30367754,26648.06793136
MT,ALOJAMENTO E ALIMENTAÇÃO,31,282.70339007,25848.95622202
MT,ALOJAMENTO E ALIMENTAÇÃO,32,260.51022776,22099.95900366
MT,ALOJAMENTO E ALIMENTAÇÃO,34,670.53817297,32214.809726479998
MT,ALOJAMENTO E ALIMENTAÇÃO,35,1326.54240978,28740.0791018
MT,ALOJAMENTO E ALIMENTAÇÃO,37,552.06457115,32765.364395
MT,ALOJAMENTO E ALIMENTAÇÃO,38,420.38651624,28982.89875928
MT,ALOJAMENTO E ALIMENTAÇÃO,39,593.0585350599999,29343.52100382
MT,ALOJAMENTO E ALIMENTAÇÃO,40,1200.95087096,23728.38466762
MT,ALOJAMENTO E ALIMENTAÇÃO,41,706.2349838499999,23003.06092774
MT,ALOJAMENTO E ALIMENTAÇÃO,42,970.46795675,20807.38777854
MT,ALOJAMENTO E ALIMENTAÇÃO,44,479.29732931,23768.95990226
MT,ALOJAMENTO E ALIMENTAÇÃO,45,403.90772139,33075.89698246
MT,ALOJAMENTO E ALIMENTAÇÃO,46,579.59996645,18925.0228512
MT,ALOJAMENTO E ALIMENTAÇÃO,47,221.30471784,19075.92727834
MT,ALOJAMENTO E ALIMENTAÇÃO,48,869.87790474,26179.95098812
MT,ALOJAMENTO E ALIMENTAÇÃO,49,330.75985331,17044.73700652
MT,ALOJAMENTO E ALIMENTAÇÃO,51,403.90772139,24023.7695458
MT,ALOJAMENTO E ALIMENTAÇÃO,52,594.0340389099999,21811.1072636
MT,ALOJAMENTO E ALIMENTAÇÃO,53,883.11331394,24079.55820272
MT,ALOJAMENTO E ALIMENTAÇÃO,55,338.07755489,30124.53125246
MT,ALOJAMENTO E ALIMENTAÇÃO,56,1080.01472544,20616.59112076
MT,ALOJAMENTO E ALIMENTAÇÃO,57,318.90471682,21098.5641807
MT,ALOJAMENTO E ALIMENTAÇÃO,58,365.66783721,16724.43934896
MT,ALOJAMENTO E ALIMENTAÇÃO,59,669.6680042,14601.04334362
MT,ALOJAMENTO E ALIMENTAÇÃO,60,338.07755489,18427.53458614
MT,ALOJAMENTO E ALIMENTAÇÃO,61,609.87149011,25633.77540564
MT,ALOJAMENTO E ALIMENTAÇÃO,62,316.29163492,19506.84971274
MT,ALOJAMENTO E ALIMENTAÇÃO,64,579.59996645,15061.09046658
MT,ALOJAMENTO E ALIMENTAÇÃO,66,578.57068776,13589.25599126
MT,ALOJAMENTO E ALIMENTAÇÃO,68,850.96547622,9509.54995816
MT,ALOJAMENTO E ALIMENTAÇÃO,70,370.2916729,10176.00067636
MT,ALOJAMENTO E ALIMENTAÇÃO,74,370.2916729,9117.74990952
MT,ALOJAMENTO E ALIMENTAÇÃO,75,742.8614141999999,6112.02753652
MT,ALOJAMENTO E ALIMENTAÇÃO,79,330.75985331,5659.23909514
MT,"ARTES, CULTURA, ESPORTE E RECREAÇÃO",18,517.88519632,26167.62941076
MT,"ARTES, CULTURA, ESPORTE E RECREAÇÃO",24,372.69097675,23079.83391934
MT,"ARTES, CULTURA, ESPORTE E RECREAÇÃO",36,391.72425073,28273.197712139998
MT,"ARTES, CULTURA, ESPORTE E RECREAÇÃO",37,353.37636928,32765.364395
MT,"ARTES, CULTURA, ESPORTE E RECREAÇÃO",47,356.9422708,19075.92727834
MT,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES,15,268.21554277,32123.85609046
MT,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES,20,517.88519632,24008.2106036
MT,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES,21,579.59996645,22046.44839616
MT,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES,24,553.8096296,23079.83391934
MT,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES,26,531.45314323,26297.492477699998
MT,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES,29,372.66723168,23316.30312466
MT,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES,33,1022.76092239,23240.85687948
MT,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES,34,896.58472272,32214.809726479998
MT,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES,35,1103.11876637,28740.0791018
MT,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES,36,150.66281286,28273.197712139998
MT,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES,38,395.87983886,28982.89875928
MT,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES,39,816.85963225,29343.52100382
MT,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES,41,150.66281286,23003.06092774
MT,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES,42,316.29163492,20807.38777854
MT,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES,44,420.38651624,23768.95990226
MT,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES,45,314.41110335,33075.89698246
MT,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES,46,299.72898737,18925.0228512
MT,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES,47,422.0931409,19075.92727834
MT,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES,50,315.51467678,30260.64090396
MT,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES,51,553.8096296,24023.7695458
MT,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES,52,591.2700810700001,21811.1072636
MT,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES,53,609.8861058699999,24079.55820272
MT,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES,55,525.20655753,30124.53125246
MT,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES,62,297.99694007,19506.84971274
MT,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES,65,240.75194414,11138.531814420001
MT,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES,67,294.37142909,13005.815932040001
MT,"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS",16,553.8096296,24735.1901023
MT,"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS",21,314.41110335,22046.44839616
MT,"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS",26,311.33064884,26297.492477699998
MT,"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS",28,353.37636928,18789.04741034
MT,"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS",31,260.51022776,25848.95622202
MT,"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS",32,240.75194414,22099.95900366
MT,"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS",35,150.66281286,28740.0791018
MT,"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS",43,168.24190396,23836.7644463
MT,ATIVIDADES IMOBILIÁRIAS,18,311.33064884,26167.62941076
MT,ATIVIDADES IMOBILIÁRIAS,30,2029.24517875,26648.06793136
MT,ATIVIDADES IMOBILIÁRIAS,31,245.86070331,25848.95622202
MT,ATIVIDADES IMOBILIÁRIAS,34,553.8096296,32214.809726479998
MT,ATIVIDADES IMOBILIÁRIAS,37,245.86070331,32765.364395
MT,ATIVIDADES MAL DEFINIDAS,43,248.74975316,23836.7644463
MT,ATIVIDADES MAL DEFINIDAS,60,448.38895354,18427.53458614
MT,"ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS",19,517.88519632,24567.57763086
MT,"ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS",20,670.53817297,24008.2106036
MT,"ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS",21,938.3138918,22046.44839616
MT,"ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS",22,1138.47616621,29933.8440981
MT,"ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS",23,248.74975316,26732.68743948
MT,"ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS",25,2504.75471597,26747.55324014
MT,"ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS",26,234.75759308,26297.492477699998
MT,"ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS",28,376.61729474,18789.04741034
MT,"ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS",29,357.84154303,23316.30312466
MT,"ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS",31,640.31695173,25848.95622202
MT,"ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS",32,843.87997879,22099.95900366
MT,"ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS",33,344.5681044,23240.85687948
MT,"ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS",34,344.5681044,32214.809726479998
MT,"ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS",35,168.24190396,28740.0791018
MT,"ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS",37,297.99694007,32765.364395
MT,"ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS",38,1879.12006146,28982.89875928
MT,"ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS",39,840.11019421,29343.52100382
MT,"ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS",42,401.38698307,20807.38777854
MT,"ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS",44,395.87983886,23768.95990226
MT,"ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS",45,2425.1250176099998,33075.89698246
MT,"ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS",48,332.26186724,26179.95098812
MT,"ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS",50,365.66783721,30260.64090396
MT,"ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS",53,249.38673687,24079.55820272
MT,"ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS",54,234.75759308,16919.47933844
MT,"ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS",56,365.66783721,20616.59112076
MT,"ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS",61,621.18643408,25633.77540564
MT,"ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS",62,230.83512844,19506.84971274
MT,"ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS",74,403.90772139,9117.74990952
MT,COMÉRCIO;REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,14,391.56719857,31119.49240226
MT,COMÉRCIO;REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,15,850.8452726200001,32123.85609046
MT,COMÉRCIO;REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,16,746.34520345,24735.1901023
MT,COMÉRCIO;REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,17,2166.36441144,31309.16048572
MT,COMÉRCIO;REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,18,2423.50240752,26167.62941076
MT,COMÉRCIO;REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,19,1781.8277423,24567.57763086
MT,COMÉRCIO;REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,20,2453.00952497,24008.2106036
MT,COMÉRCIO;REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,21,1576.63503977,22046.44839616
MT,COMÉRCIO;REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,22,3708.1581462999998,29933.8440981
MT,COMÉRCIO;REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,23,2245.11739541,26732.68743948
MT,COMÉRCIO;REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,24,1890.72224066,23079.83391934
MT,COMÉRCIO;REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,25,2302.40233089,26747.55324014
