"UF","Estado","Regiao","Sexo","TipoDeTrabalho","Quantidade"
MT,Mato Grosso,Centro-Oeste,"2",ALOJAMENTO E ALIMENTAÇÃO,313
MT,Mato Grosso,Centro-Oeste,"2","ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS",554
MT,Mato Grosso,Centro-Oeste,"2",COMÉRCIO;REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,4177
MT,Mato Grosso,Centro-Oeste,"2",CONSTRUÇÃO,300
MT,Mato Grosso,Centro-Oeste,"2",EDUCAÇÃO,210
MT,Mato Grosso,Centro-Oeste,"2",INDÚSTRIAS DE TRANSFORMAÇÃO,668
MT,Mato Grosso,Centro-Oeste,"2",INFORMAÇÃO E COMUNICAÇÃO,672
MT,Mato Grosso,Centro-Oeste,"2",OUTRAS ATIVIDADES DE SERVIÇOS,954
MT,Mato Grosso,Centro-Oeste,"2",SAÚDE HUMANA E SERVIÇOS SOCIAIS,871
MT,Mato Grosso,Centro-Oeste,"2",SERVIÇOS DOMÉSTICOS,3062
PA,Pará,Norte,"1","ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL",1203
PA,Pará,Norte,"1","AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",21329
PA,Pará,Norte,"1",ALOJAMENTO E ALIMENTAÇÃO,2126
PA,Pará,Norte,"1","ARTES, CULTURA, ESPORTE E RECREAÇÃO",425
PA,Pará,Norte,"1","ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS",721
PA,Pará,Norte,"1","ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS",1365
PA,Pará,Norte,"1",COMÉRCIO;REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,15673
PA,Pará,Norte,"1",CONSTRUÇÃO,1884
PA,Pará,Norte,"1",EDUCAÇÃO,586
PA,Pará,Norte,"1",INDÚSTRIAS DE TRANSFORMAÇÃO,4041
PA,Pará,Norte,"1",OUTRAS ATIVIDADES DE SERVIÇOS,650
PA,Pará,Norte,"1",SERVIÇOS DOMÉSTICOS,2328
PA,Pará,Norte,"2","AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",4453
PA,Pará,Norte,"2",ALOJAMENTO E ALIMENTAÇÃO,2203
PA,Pará,Norte,"2","ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS",537
PA,Pará,Norte,"2",COMÉRCIO;REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,5730
PA,Pará,Norte,"2",INDÚSTRIAS DE TRANSFORMAÇÃO,853
PA,Pará,Norte,"2",OUTRAS ATIVIDADES DE SERVIÇOS,1987
PA,Pará,Norte,"2",SERVIÇOS DOMÉSTICOS,5641
PA,Pará,Norte,"2","TRANSPORTE, ARMAZENAGEM E CORREIO",693
PB,Paraíba,Nordeste,"1","AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",4644
PB,Paraíba,Nordeste,"1","ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO",1554
PB,Paraíba,Nordeste,"1",ALOJAMENTO E ALIMENTAÇÃO,1807
PB,Paraíba,Nordeste,"1","ARTES, CULTURA, ESPORTE E RECREAÇÃO",431
PB,Paraíba,Nordeste,"1",ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES,264
PB,Paraíba,Nordeste,"1","ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS",810
PB,Paraíba,Nordeste,"1",COMÉRCIO;REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,4329
PB,Paraíba,Nordeste,"1",CONSTRUÇÃO,959
PB,Paraíba,Nordeste,"1",INDÚSTRIAS DE TRANSFORMAÇÃO,522
PB,Paraíba,Nordeste,"1",INFORMAÇÃO E COMUNICAÇÃO,201
PB,Paraíba,Nordeste,"1",OUTRAS ATIVIDADES DE SERVIÇOS,449
PB,Paraíba,Nordeste,"1",SERVIÇOS DOMÉSTICOS,162
PB,Paraíba,Nordeste,"2",ALOJAMENTO E ALIMENTAÇÃO,1277
PB,Paraíba,Nordeste,"2",COMÉRCIO;REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,3642
PB,Paraíba,Nordeste,"2",OUTRAS ATIVIDADES DE SERVIÇOS,599
PE,Pernambuco,Nordeste,"1","ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL",598
PE,Pernambuco,Nordeste,"1","AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",9830
PE,Pernambuco,Nordeste,"1",ALOJAMENTO E ALIMENTAÇÃO,2407
PE,Pernambuco,Nordeste,"1",COMÉRCIO;REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,6709
PE,Pernambuco,Nordeste,"1",CONSTRUÇÃO,5958
PE,Pernambuco,Nordeste,"1",INDÚSTRIAS DE TRANSFORMAÇÃO,2134
PE,Pernambuco,Nordeste,"1",OUTRAS ATIVIDADES DE SERVIÇOS,727
PE,Pernambuco,Nordeste,"1",SAÚDE HUMANA E SERVIÇOS SOCIAIS,855
PE,Pernambuco,Nordeste,"1",SERVIÇOS DOMÉSTICOS,575
PE,Pernambuco,Nordeste,"1","TRANSPORTE, ARMAZENAGEM E CORREIO",1088
PE,Pernambuco,Nordeste,"2","ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL",1168
PE,Pernambuco,Nordeste,"2",COMÉRCIO;REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,2142
PE,Pernambuco,Nordeste,"2",INDÚSTRIAS DE TRANSFORMAÇÃO,2162
PE,Pernambuco,Nordeste,"2",OUTRAS ATIVIDADES DE SERVIÇOS,1033
PE,Pernambuco,Nordeste,"2",SAÚDE HUMANA E SERVIÇOS SOCIAIS,855
PE,Pernambuco,Nordeste,"2",SERVIÇOS DOMÉSTICOS,2070
PE,Pernambuco,Nordeste,"2","TRANSPORTE, ARMAZENAGEM E CORREIO",1140
PI,Piauí,Nordeste,"1","AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",6914
PI,Piauí,Nordeste,"1",ALOJAMENTO E ALIMENTAÇÃO,1120
PI,Piauí,Nordeste,"1","ARTES, CULTURA, ESPORTE E RECREAÇÃO",775
PI,Piauí,Nordeste,"1",ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES,191
PI,Piauí,Nordeste,"1","ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS",327
PI,Piauí,Nordeste,"1",COMÉRCIO;REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,4941
PI,Piauí,Nordeste,"1",EDUCAÇÃO,237
PI,Piauí,Nordeste,"1",INDÚSTRIAS DE TRANSFORMAÇÃO,336
PI,Piauí,Nordeste,"1",OUTRAS ATIVIDADES DE SERVIÇOS,840
PI,Piauí,Nordeste,"1",SAÚDE HUMANA E SERVIÇOS SOCIAIS,303
PI,Piauí,Nordeste,"2","AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",2329
PI,Piauí,Nordeste,"2",ALOJAMENTO E ALIMENTAÇÃO,359
PI,Piauí,Nordeste,"2","ARTES, CULTURA, ESPORTE E RECREAÇÃO",492
PI,Piauí,Nordeste,"2",COMÉRCIO;REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,2049
PI,Piauí,Nordeste,"2",INDÚSTRIAS DE TRANSFORMAÇÃO,1158
PI,Piauí,Nordeste,"2",OUTRAS ATIVIDADES DE SERVIÇOS,313
PI,Piauí,Nordeste,"2",SERVIÇOS DOMÉSTICOS,251
PR,Paraná,Sul,"1","ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL",1514
PR,Paraná,Sul,"1","AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",11222
PR,Paraná,Sul,"1",ALOJAMENTO E ALIMENTAÇÃO,5474
PR,Paraná,Sul,"1","ARTES, CULTURA, ESPORTE E RECREAÇÃO",571
PR,Paraná,Sul,"1",ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES,422
PR,Paraná,Sul,"1","ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS",554
PR,Paraná,Sul,"1",ATIVIDADES IMOBILIÁRIAS,641
PR,Paraná,Sul,"1","ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS",1208
PR,Paraná,Sul,"1",COMÉRCIO;REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,16452
PR,Paraná,Sul,"1",CONSTRUÇÃO,3039
PR,Paraná,Sul,"1",INDÚSTRIAS DE TRANSFORMAÇÃO,8135
PR,Paraná,Sul,"1",INFORMAÇÃO E COMUNICAÇÃO,1653
PR,Paraná,Sul,"1",OUTRAS ATIVIDADES DE SERVIÇOS,1802
PR,Paraná,Sul,"1",SERVIÇOS DOMÉSTICOS,698
PR,Paraná,Sul,"1","TRANSPORTE, ARMAZENAGEM E CORREIO",1401
PR,Paraná,Sul,"2","ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL",1363
PR,Paraná,Sul,"2","AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",1657
PR,Paraná,Sul,"2","ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO",621
PR,Paraná,Sul,"2",ALOJAMENTO E ALIMENTAÇÃO,1719
PR,Paraná,Sul,"2","ARTES, CULTURA, ESPORTE E RECREAÇÃO",605
PR,Paraná,Sul,"2",ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES,903
PR,Paraná,Sul,"2","ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS",493
PR,Paraná,Sul,"2","ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS",1237
PR,Paraná,Sul,"2",COMÉRCIO;REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,10065
PR,Paraná,Sul,"2",CONSTRUÇÃO,1243
PR,Paraná,Sul,"2",EDUCAÇÃO,4082
PR,Paraná,Sul,"2",INDÚSTRIAS DE TRANSFORMAÇÃO,5185
PR,Paraná,Sul,"2",INDÚSTRIAS EXTRATIVAS,621
PR,Paraná,Sul,"2",INFORMAÇÃO E COMUNICAÇÃO,881
PR,Paraná,Sul,"2",OUTRAS ATIVIDADES DE SERVIÇOS,2947
PR,Paraná,Sul,"2",SAÚDE HUMANA E SERVIÇOS SOCIAIS,1441
PR,Paraná,Sul,"2",SERVIÇOS DOMÉSTICOS,4350
PR,Paraná,Sul,"2","TRANSPORTE, ARMAZENAGEM E CORREIO",459
RJ,Rio de Janeiro,Sudeste,"1","AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",1059
RJ,Rio de Janeiro,Sudeste,"1",ALOJAMENTO E ALIMENTAÇÃO,4843
RJ,Rio de Janeiro,Sudeste,"1",ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES,1446
RJ,Rio de Janeiro,Sudeste,"1","ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS",654
RJ,Rio de Janeiro,Sudeste,"1",COMÉRCIO;REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,6060
RJ,Rio de Janeiro,Sudeste,"1",CONSTRUÇÃO,853
RJ,Rio de Janeiro,Sudeste,"1",INDÚSTRIAS DE TRANSFORMAÇÃO,721
RJ,Rio de Janeiro,Sudeste,"1",INFORMAÇÃO E COMUNICAÇÃO,980
RJ,Rio de Janeiro,Sudeste,"1",OUTRAS ATIVIDADES DE SERVIÇOS,919
RJ,Rio de Janeiro,Sudeste,"1",SAÚDE HUMANA E SERVIÇOS SOCIAIS,838
RJ,Rio de Janeiro,Sudeste,"1",SERVIÇOS DOMÉSTICOS,214
RJ,Rio de Janeiro,Sudeste,"1","TRANSPORTE, ARMAZENAGEM E CORREIO",746
RJ,Rio de Janeiro,Sudeste,"2","ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL",707
RJ,Rio de Janeiro,Sudeste,"2",ALOJAMENTO E ALIMENTAÇÃO,1242
RJ,Rio de Janeiro,Sudeste,"2",ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES,1097
RJ,Rio de Janeiro,Sudeste,"2","ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS",118
RJ,Rio de Janeiro,Sudeste,"2","ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS",401
RJ,Rio de Janeiro,Sudeste,"2",COMÉRCIO;REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,2158
RJ,Rio de Janeiro,Sudeste,"2",EDUCAÇÃO,974
RJ,Rio de Janeiro,Sudeste,"2",INDÚSTRIAS DE TRANSFORMAÇÃO,659
RJ,Rio de Janeiro,Sudeste,"2",INFORMAÇÃO E COMUNICAÇÃO,496
RJ,Rio de Janeiro,Sudeste,"2",OUTRAS ATIVIDADES DE SERVIÇOS,1542
RJ,Rio de Janeiro,Sudeste,"2",SAÚDE HUMANA E SERVIÇOS SOCIAIS,610
RJ,Rio de Janeiro,Sudeste,"2",SERVIÇOS DOMÉSTICOS,203
RN,Rio Grande do Norte,Nordeste,"1","AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",1120
RN,Rio Grande do Norte,Nordeste,"1",ALOJAMENTO E ALIMENTAÇÃO,2145
RN,Rio Grande do Norte,Nordeste,"1","ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS",673
RN,Rio Grande do Norte,Nordeste,"1",COMÉRCIO;REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,2361
RN,Rio Grande do Norte,Nordeste,"1",CONSTRUÇÃO,253
RN,Rio Grande do Norte,Nordeste,"1",INDÚSTRIAS DE TRANSFORMAÇÃO,230
RN,Rio Grande do Norte,Nordeste,"1",OUTRAS ATIVIDADES DE SERVIÇOS,889
RN,Rio Grande do Norte,Nordeste,"1",SERVIÇOS DOMÉSTICOS,557
RN,Rio Grande do Norte,Nordeste,"2",ALOJAMENTO E ALIMENTAÇÃO,1921
RN,Rio Grande do Norte,Nordeste,"2",COMÉRCIO;REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,1719
RN,Rio Grande do Norte,Nordeste,"2",EDUCAÇÃO,278
RN,Rio Grande do Norte,Nordeste,"2",INDÚSTRIAS DE TRANSFORMAÇÃO,606
RN,Rio Grande do Norte,Nordeste,"2",OUTRAS ATIVIDADES DE SERVIÇOS,316
RO,Rondônia,Norte,"1","ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL",418
RO,Rondônia,Norte,"1","AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",5394
RO,Rondônia,Norte,"1",ALOJAMENTO E ALIMENTAÇÃO,863
RO,Rondônia,Norte,"1",ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES,179
RO,Rondônia,Norte,"1",COMÉRCIO;REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,4867
RO,Rondônia,Norte,"1",CONSTRUÇÃO,88
RO,Rondônia,Norte,"1",INDÚSTRIAS DE TRANSFORMAÇÃO,1159
RO,Rondônia,Norte,"1",INFORMAÇÃO E COMUNICAÇÃO,344
RO,Rondônia,Norte,"1",OUTRAS ATIVIDADES DE SERVIÇOS,452
RO,Rondônia,Norte,"1","TRANSPORTE, ARMAZENAGEM E CORREIO",161
RO,Rondônia,Norte,"2","AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",1700
RO,Rondônia,Norte,"2","ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS",239
RO,Rondônia,Norte,"2",COMÉRCIO;REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,799
RO,Rondônia,Norte,"2",INDÚSTRIAS DE TRANSFORMAÇÃO,375
RO,Rondônia,Norte,"2",SERVIÇOS DOMÉSTICOS,296
RR,Roraima,Norte,"1","AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",264
RR,Roraima,Norte,"1",ALOJAMENTO E ALIMENTAÇÃO,226
RR,Roraima,Norte,"1",COMÉRCIO;REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,1087
RR,Roraima,Norte,"1",CONSTRUÇÃO,102
RR,Roraima,Norte,"1","TRANSPORTE, ARMAZENAGEM E CORREIO",65
RR,Roraima,Norte,"2","AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",105
RR,Roraima,Norte,"2",ALOJAMENTO E ALIMENTAÇÃO,248
RR,Roraima,Norte,"2",ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES,85
RR,Roraima,Norte,"2",COMÉRCIO;REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,186
RR,Roraima,Norte,"2",EDUCAÇÃO,120
RR,Roraima,Norte,"2",SERVIÇOS DOMÉSTICOS,277
RS,Rio Grande do Sul,Sul,"1","ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL",1099
RS,Rio Grande do Sul,Sul,"1","AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",11349
RS,Rio Grande do Sul,Sul,"1",ALOJAMENTO E ALIMENTAÇÃO,1160
RS,Rio Grande do Sul,Sul,"1","ARTES, CULTURA, ESPORTE E RECREAÇÃO",587
RS,Rio Grande do Sul,Sul,"1",ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES,865
RS,Rio Grande do Sul,Sul,"1","ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS",1207
RS,Rio Grande do Sul,Sul,"1",COMÉRCIO;REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,10740
RS,Rio Grande do Sul,Sul,"1",CONSTRUÇÃO,2984
RS,Rio Grande do Sul,Sul,"1",INDÚSTRIAS DE TRANSFORMAÇÃO,3438
RS,Rio Grande do Sul,Sul,"1",OUTRAS ATIVIDADES DE SERVIÇOS,1546
RS,Rio Grande do Sul,Sul,"1","TRANSPORTE, ARMAZENAGEM E CORREIO",1214
RS,Rio Grande do Sul,Sul,"2","ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL",887
RS,Rio Grande do Sul,Sul,"2","AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",3329
RS,Rio Grande do Sul,Sul,"2",ALOJAMENTO E ALIMENTAÇÃO,4942
RS,Rio Grande do Sul,Sul,"2","ARTES, CULTURA, ESPORTE E RECREAÇÃO",181
RS,Rio Grande do Sul,Sul,"2",ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES,566
RS,Rio Grande do Sul,Sul,"2","ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS",1068
RS,Rio Grande do Sul,Sul,"2","ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS",1185
RS,Rio Grande do Sul,Sul,"2",COMÉRCIO;REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,9258
RS,Rio Grande do Sul,Sul,"2",CONSTRUÇÃO,228
RS,Rio Grande do Sul,Sul,"2",EDUCAÇÃO,4873
RS,Rio Grande do Sul,Sul,"2",INDÚSTRIAS DE TRANSFORMAÇÃO,5779
RS,Rio Grande do Sul,Sul,"2",OUTRAS ATIVIDADES DE SERVIÇOS,617
RS,Rio Grande do Sul,Sul,"2",SERVIÇOS DOMÉSTICOS,3033
RS,Rio Grande do Sul,Sul,"2","TRANSPORTE, ARMAZENAGEM E CORREIO",1760
SC,Santa Catarina,Sul,"1","ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL",367
SC,Santa Catarina,Sul,"1","AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",6481
SC,Santa Catarina,Sul,"1","ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO",743
SC,Santa Catarina,Sul,"1",ALOJAMENTO E ALIMENTAÇÃO,1918
SC,Santa Catarina,Sul,"1","ARTES, CULTURA, ESPORTE E RECREAÇÃO",502
SC,Santa Catarina,Sul,"1","ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS",657
SC,Santa Catarina,Sul,"1",ATIVIDADES IMOBILIÁRIAS,45
SC,Santa Catarina,Sul,"1","ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS",814
SC,Santa Catarina,Sul,"1",COMÉRCIO;REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,8920
SC,Santa Catarina,Sul,"1",CONSTRUÇÃO,2360
SC,Santa Catarina,Sul,"1",EDUCAÇÃO,189
SC,Santa Catarina,Sul,"1",INDÚSTRIAS DE TRANSFORMAÇÃO,9037
SC,Santa Catarina,Sul,"1",INFORMAÇÃO E COMUNICAÇÃO,155
SC,Santa Catarina,Sul,"1",OUTRAS ATIVIDADES DE SERVIÇOS,2279
SC,Santa Catarina,Sul,"1",SAÚDE HUMANA E SERVIÇOS SOCIAIS,740
SC,Santa Catarina,Sul,"1",SERVIÇOS DOMÉSTICOS,306
SC,Santa Catarina,Sul,"1","TRANSPORTE, ARMAZENAGEM E CORREIO",169
SC,Santa Catarina,Sul,"2","ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL",258
SC,Santa Catarina,Sul,"2","AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",2051
SC,Santa Catarina,Sul,"2","ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO",299
SC,Santa Catarina,Sul,"2",ALOJAMENTO E ALIMENTAÇÃO,1113
SC,Santa Catarina,Sul,"2","ARTES, CULTURA, ESPORTE E RECREAÇÃO",832
SC,Santa Catarina,Sul,"2",ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES,890
SC,Santa Catarina,Sul,"2",ATIVIDADES IMOBILIÁRIAS,57
SC,Santa Catarina,Sul,"2","ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS",265
SC,Santa Catarina,Sul,"2",COMÉRCIO;REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,4975
SC,Santa Catarina,Sul,"2",EDUCAÇÃO,1675
SC,Santa Catarina,Sul,"2",INDÚSTRIAS DE TRANSFORMAÇÃO,6330
SC,Santa Catarina,Sul,"2",INFORMAÇÃO E COMUNICAÇÃO,781
SC,Santa Catarina,Sul,"2",OUTRAS ATIVIDADES DE SERVIÇOS,505
SC,Santa Catarina,Sul,"2",SAÚDE HUMANA E SERVIÇOS SOCIAIS,1038
SC,Santa Catarina,Sul,"2",SERVIÇOS DOMÉSTICOS,1742
SC,Santa Catarina,Sul,"2","TRANSPORTE, ARMAZENAGEM E CORREIO",169
SE,Sergipe,Nordeste,"1","AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",3254
SE,Sergipe,Nordeste,"1",ALOJAMENTO E ALIMENTAÇÃO,272
SE,Sergipe,Nordeste,"1","ARTES, CULTURA, ESPORTE E RECREAÇÃO",302
SE,Sergipe,Nordeste,"1",ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES,293
SE,Sergipe,Nordeste,"1",COMÉRCIO;REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,2605
SE,Sergipe,Nordeste,"1",CONSTRUÇÃO,380
SE,Sergipe,Nordeste,"1",INDÚSTRIAS DE TRANSFORMAÇÃO,328
SE,Sergipe,Nordeste,"1",OUTRAS ATIVIDADES DE SERVIÇOS,1002
SE,Sergipe,Nordeste,"2","ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL",351
SE,Sergipe,Nordeste,"2","AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",127
SE,Sergipe,Nordeste,"2",ALOJAMENTO E ALIMENTAÇÃO,206
SE,Sergipe,Nordeste,"2","ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS",297
SE,Sergipe,Nordeste,"2",COMÉRCIO;REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,1693
SE,Sergipe,Nordeste,"2",EDUCAÇÃO,262
SE,Sergipe,Nordeste,"2",OUTRAS ATIVIDADES DE SERVIÇOS,627
SE,Sergipe,Nordeste,"2",SERVIÇOS DOMÉSTICOS,272
SP,São Paulo,Sudeste,"1","ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL",8431
SP,São Paulo,Sudeste,"1","AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",8122
SP,São Paulo,Sudeste,"1","ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO",10440
SP,São Paulo,Sudeste,"1",ALOJAMENTO E ALIMENTAÇÃO,24765
SP,São Paulo,Sudeste,"1","ARTES, CULTURA, ESPORTE E RECREAÇÃO",1193
SP,São Paulo,Sudeste,"1",ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES,9883
SP,São Paulo,Sudeste,"1","ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS",2476
SP,São Paulo,Sudeste,"1","ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS",4850
SP,São Paulo,Sudeste,"1",COMÉRCIO;REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,40840
SP,São Paulo,Sudeste,"1",CONSTRUÇÃO,7193
SP,São Paulo,Sudeste,"1",EDUCAÇÃO,1717
SP,São Paulo,Sudeste,"1",INDÚSTRIAS DE TRANSFORMAÇÃO,19892
SP,São Paulo,Sudeste,"1",INDÚSTRIAS EXTRATIVAS,1165
SP,São Paulo,Sudeste,"1",INFORMAÇÃO E COMUNICAÇÃO,383
SP,São Paulo,Sudeste,"1",OUTRAS ATIVIDADES DE SERVIÇOS,6516
SP,São Paulo,Sudeste,"1",SAÚDE HUMANA E SERVIÇOS SOCIAIS,1742
SP,São Paulo,Sudeste,"1",SERVIÇOS DOMÉSTICOS,1638
SP,São Paulo,Sudeste,"1","TRANSPORTE, ARMAZENAGEM E CORREIO",5351
SP,São Paulo,Sudeste,"2","ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL",1789
